OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA,OC_PERIODO_DIA,OC_BAIRRO,OC_SUBCATEGORIA
2018,10,4,3,3,42,10
2016,10,4,12,1,36,9
2015,6,7,13,3,1,1
2015,3,4,4,3,1,7
2017,3,4,15,3,25,9
2016,10,5,13,3,3,1
2016,1,3,26,3,48,4
2015,9,3,22,1,54,4
2019,4,5,11,1,23,8
2017,8,2,28,3,11,5
2020,1,3,7,4,30,6
2017,4,6,21,4,9,3
2020,6,3,9,3,15,5
2020,12,7,26,2,3,7
2017,9,6,8,4,24,5
2020,7,6,24,3,8,10
2016,4,1,3,3,5,1
2020,6,1,7,2,27,10
2020,3,7,21,1,12,1
2018,12,7,8,3,30,10
2015,1,5,29,4,25,6
2020,4,1,26,1,41,10
2018,11,1,18,1,8,10
2019,9,7,21,2,4,5
2020,3,1,8,1,69,10
2015,12,3,8,1,9,1
2018,1,4,31,2,5,1
2015,5,7,16,2,8,5
2016,1,7,9,3,5,1
2018,8,5,9,4,8,7
2019,3,1,17,3,19,1
2015,5,7,2,2,19,2
2015,7,5,2,2,1,1
2015,4,7,18,3,15,8
2016,3,4,2,2,52,1
2020,8,2,10,3,31,9
2017,8,5,10,2,23,9
2018,8,1,26,3,9,6
2017,1,1,15,2,5,4
2020,3,7,7,4,38,10
2020,1,7,18,3,40,6
2019,2,4,13,4,28,7
2018,5,6,4,4,28,5
2017,9,2,11,2,2,9
2020,5,1,31,2,60,2
2020,2,3,25,4,56,8
2018,5,1,27,2,25,9
2016,12,4,14,3,9,3
2017,3,6,31,1,9,6
2019,7,6,26,2,10,1
2020,5,1,24,2,58,10
2015,9,5,17,3,5,4
2017,6,2,5,4,4,5
2020,11,1,22,2,15,7
2017,4,6,28,2,18,8
2017,11,1,19,2,36,7
2017,1,5,19,2,11,7
2018,8,6,17,2,30,10
2019,10,7,5,2,9,7
2019,12,2,9,2,1,1
2018,8,4,22,3,38,10
2019,10,4,23,1,30,10
2016,8,6,26,1,28,9
2015,7,1,19,1,5,5
2017,2,2,27,4,5,5
2015,5,6,1,2,41,9
2019,6,1,2,3,19,1
2020,12,5,17,2,9,4
2020,6,5,4,4,25,7
2016,6,1,19,2,25,5
2015,12,1,20,3,9,3
2019,6,7,29,3,24,10
2019,10,7,19,4,25,9
2017,8,3,8,3,40,7
2018,11,3,13,3,12,9
2016,7,5,28,2,5,9
2019,5,2,27,2,38,1
2018,4,4,25,3,5,5
2015,7,3,7,1,48,4
2016,11,7,26,3,1,9
2016,9,7,17,3,48,1
2016,4,2,4,2,9,9
2017,3,3,7,4,10,8
2019,12,2,16,3,5,7
2020,3,4,11,2,30,10
2019,12,5,5,2,55,7
2020,6,6,12,2,11,5
2015,4,2,20,3,9,3
2015,3,7,14,4,20,4
2015,3,7,7,3,18,5
2016,8,5,25,1,5,1
2017,8,5,17,3,12,5
2016,10,6,7,3,7,1
2018,4,4,18,1,31,5
2015,4,2,20,3,31,7
2017,12,2,11,4,25,6
2015,6,7,13,1,9,7
2015,1,3,13,3,25,7
2015,2,6,27,4,5,4
2020,1,5,23,3,3,1
2015,12,5,10,2,4,5
2015,6,1,21,3,5,4
2015,9,5,3,3,1,1
2015,11,4,11,2,69,2
2016,11,2,7,4,63,7
2017,12,3,19,4,5,6
2020,7,2,13,2,18,3
2020,5,5,21,2,9,10
2016,5,2,16,1,9,1
2017,5,7,13,3,9,7
2016,3,5,17,1,38,7
2016,2,4,24,2,9,5
2017,1,4,4,4,9,1
2018,6,4,13,2,47,5
2016,10,7,15,2,52,8
2020,3,3,17,1,9,10
2020,5,1,24,2,37,10
2016,2,6,26,3,19,1
2020,10,1,4,3,17,10
2018,12,5,20,3,5,10
2020,3,4,11,2,15,9
2017,4,6,14,2,24,9
2018,5,3,1,3,39,6
2016,10,5,27,3,5,1
2020,11,1,15,1,19,10
2017,3,7,11,3,30,6
2020,8,7,8,3,1,10
2017,11,3,28,2,5,9
2018,10,4,31,4,23,1
2018,5,3,1,2,70,4
2017,1,6,20,3,56,5
2018,5,1,13,2,64,9
2018,10,4,3,3,36,10
2018,2,2,12,1,39,1
2020,10,1,18,4,4,10
2017,3,5,9,2,34,9
2019,4,6,12,2,30,10
2020,6,5,25,2,28,10
2020,10,4,7,2,60,10
2017,9,3,26,2,16,9
2015,7,5,2,3,5,1
2020,5,5,28,1,15,10
2018,6,6,15,4,25,7
2018,6,1,10,2,19,3
2015,6,1,28,2,30,7
2017,1,2,30,2,27,5
2015,8,2,10,1,19,1
2017,9,5,28,2,50,4
2015,9,1,20,3,5,5
2015,3,3,10,2,23,9
2016,4,1,10,3,15,5
2020,6,6,5,3,18,10
2015,4,1,12,4,9,1
2020,3,2,16,2,19,10
2018,10,7,13,1,25,9
2018,2,3,6,3,22,1
2019,10,4,30,2,5,9
2017,7,4,19,2,40,9
2015,5,4,6,2,32,1
2020,4,4,8,4,15,10
2016,9,6,9,3,52,1
2016,11,3,1,1,17,9
2020,5,6,15,3,19,4
2019,5,2,13,2,48,9
2015,4,5,2,1,43,2
2020,5,2,11,3,21,10
2017,1,1,22,1,23,5
2017,7,5,13,2,9,5
2018,10,4,17,4,18,5
2015,4,4,22,2,19,2
2019,11,6,8,3,54,8
2017,12,6,29,3,17,4
2018,7,5,26,4,25,6
2016,7,6,29,4,25,6
2017,1,5,19,3,41,9
2019,9,6,27,1,5,9
2018,1,7,27,3,12,1
2020,12,3,15,3,18,10
2020,5,2,18,2,41,10
2020,4,4,29,2,15,10
2020,7,3,21,2,22,10
2018,3,3,6,4,53,3
2015,3,4,25,1,16,5
2017,11,2,20,1,5,9
2015,5,3,26,3,9,3
2017,1,4,11,4,31,6
2016,6,7,18,3,3,1
2020,1,6,17,3,9,7
2016,10,1,30,1,45,1
2016,12,7,17,4,5,4
2016,6,7,18,4,10,1
2020,11,1,29,1,5,6
2015,12,7,5,4,5,6
2020,12,5,31,3,70,6
2015,3,1,1,3,25,7
2018,1,4,31,3,12,4
2016,8,6,12,3,30,1
2015,5,6,1,4,23,7
2015,2,4,4,3,1,3
2017,11,1,26,2,4,6
2020,4,4,22,2,33,10
2020,5,7,30,1,20,10
2019,11,1,24,2,23,4
2016,4,6,8,2,47,4
2018,8,3,7,1,15,8
2016,1,7,23,4,17,4
2020,4,3,28,2,58,10
2016,5,2,23,2,40,9
2018,8,2,20,4,71,6
2019,7,7,27,1,5,4
2017,12,6,22,3,41,6
2020,3,1,8,1,48,10
2020,4,2,6,1,45,10
2020,7,4,29,2,55,10
2015,3,1,29,1,4,4
2015,10,7,10,3,35,8
2015,2,6,27,3,32,9
2019,4,1,7,2,5,9
2018,12,1,2,3,9,1
2018,10,3,9,1,28,9
2015,6,7,20,1,18,4
2018,2,1,25,1,29,6
2016,6,6,3,2,9,7
2017,3,4,15,2,7,8
2017,3,3,14,3,4,3
2015,9,7,26,1,22,7
2017,10,4,4,3,25,7
2020,10,2,19,3,24,4
2020,4,1,19,1,25,10
2019,10,3,1,2,9,8
2018,7,5,5,1,5,9
2020,5,2,4,3,25,4
2019,5,2,6,3,6,1
2020,8,3,18,3,28,10
2017,1,1,8,4,16,5
2016,2,5,18,3,42,7
2018,6,1,24,2,42,10
2017,1,5,19,1,40,5
2020,4,4,8,2,62,10
2018,11,6,16,1,8,6
2017,6,1,11,1,19,9
2015,5,7,2,3,5,1
2020,5,7,16,3,25,10
2015,5,5,21,2,5,4
2015,9,2,28,3,55,4
2018,12,3,25,2,12,7
2015,11,1,29,3,60,4
2020,11,7,7,2,24,9
2020,6,3,23,2,73,10
2016,12,3,27,2,53,7
2020,5,3,26,2,28,10
2020,1,6,17,2,5,9
2017,5,5,4,3,32,3
2016,1,7,16,3,21,9
2020,4,4,15,2,31,10
2017,10,4,11,2,5,8
2015,7,7,4,4,5,4
2015,1,4,28,3,23,6
2016,12,1,11,2,13,7
2020,5,2,25,2,62,10
2017,2,6,10,1,25,1
2018,10,7,13,1,73,5
2017,4,5,27,2,19,9
2018,12,5,20,3,55,10
2018,6,6,15,4,25,6
2019,11,1,17,2,7,6
2020,5,5,21,1,20,9
2016,7,4,13,4,25,1
2017,1,4,18,1,25,1
2019,1,3,8,2,45,5
2020,9,7,19,2,4,7
2016,7,6,8,3,1,1
2020,10,6,23,2,23,9
2015,11,7,7,2,31,4
2019,1,3,22,4,12,6
2017,3,1,5,2,4,3
2020,11,6,6,3,42,10
2016,11,1,6,3,3,1
2016,3,4,30,1,45,4
2019,4,6,19,1,5,9
2020,4,5,2,3,37,9
2017,5,5,25,3,5,6
2019,4,6,26,3,2,5
2015,8,6,21,1,46,1
2020,6,6,19,2,15,10
2015,11,1,8,2,2,5
2020,3,2,23,2,1,7
2015,1,1,11,4,30,5
2015,9,2,14,3,58,1
2017,3,5,16,3,12,5
2015,8,7,15,4,9,3
2017,4,2,3,4,4,4
2020,1,1,19,2,3,4
2019,9,4,18,1,38,4
2019,5,5,2,4,5,5
2019,6,3,11,3,59,8
2017,10,6,6,3,30,1
2016,1,1,10,1,25,1
2016,7,4,27,3,9,8
2017,3,3,28,3,25,7
2019,7,1,21,1,18,9
2015,9,4,16,1,5,2
2016,8,3,2,3,25,1
2018,10,3,9,3,9,6
2015,10,5,22,3,2,8
2020,10,2,19,1,3,10
2020,8,2,10,2,9,10
2018,2,3,13,2,51,5
2018,9,3,25,1,5,9
2017,9,1,10,2,23,9
2018,11,5,29,2,5,9
2020,3,4,11,2,9,10
2017,4,4,19,3,7,4
2020,4,2,6,3,64,1
2018,9,2,24,1,5,9
2015,7,1,26,4,31,6
2019,8,6,30,2,63,7
2020,10,3,20,3,30,9
2019,1,5,10,3,48,7
2015,7,3,14,3,19,1
2018,11,4,14,3,28,10
2015,10,6,2,2,5,9
2016,6,4,8,3,50,7
2019,3,1,17,4,8,6
2018,7,5,19,3,39,9
2016,11,5,24,1,25,1
2020,8,6,7,2,17,9
2020,4,6,24,2,17,10
2019,11,7,23,1,30,7
2016,4,7,30,2,18,1
2017,10,2,23,2,5,9
2018,7,5,5,4,9,3
2018,8,4,22,3,18,10
2020,9,4,16,2,5,10
2020,9,7,19,1,25,10
2020,1,4,1,3,57,6
2020,8,7,8,2,43,10
2015,11,4,18,2,58,1
2015,5,1,17,4,2,4
2017,3,5,9,3,5,9
2020,10,6,23,2,28,9
2020,5,4,13,3,60,10
2018,12,2,17,1,5,10
2015,1,7,24,1,41,8
2020,6,7,27,2,9,10
2018,12,7,8,2,25,7
2015,10,3,13,1,9,9
2015,9,1,6,2,33,8
2016,2,3,9,4,59,7
2018,7,6,13,2,24,9
2017,9,7,16,3,12,1
2017,5,5,11,2,42,1
2016,6,7,4,4,30,1
2017,7,5,20,3,7,1
2018,1,7,6,3,31,5
2016,5,2,23,4,48,3
2017,4,7,1,3,15,8
2017,2,7,25,2,53,7
2018,5,2,28,3,1,1
2020,4,1,26,2,4,10
2015,6,3,30,3,25,1
2016,3,5,3,2,46,9
2015,8,2,31,1,19,9
2017,11,7,11,3,6,7
2020,3,4,11,3,61,10
2017,12,5,21,3,33,1
2018,2,1,25,3,15,1
2018,4,7,7,1,28,9
2020,5,1,31,3,33,10
2018,2,1,4,3,25,9
2015,1,7,17,4,23,4
2019,5,7,18,4,8,6
2016,1,7,16,1,36,9
2016,1,3,5,2,25,6
2016,8,3,30,3,16,1
2016,12,6,9,4,32,5
2019,1,4,30,3,24,10
2015,11,5,5,3,16,1
2019,6,7,1,2,5,10
2020,2,5,20,1,72,10
2020,4,1,26,1,18,10
2015,9,3,15,2,45,9
2020,5,2,4,1,40,9
2018,10,7,27,3,15,10
2020,6,1,14,2,4,5
2015,11,6,20,3,31,1
2015,12,3,22,3,7,1
2020,6,6,19,3,26,10
2019,12,7,14,3,62,5
2020,4,3,14,3,31,10
2016,3,7,5,1,62,8
2016,4,4,13,1,7,9
2017,3,7,25,1,25,1
2020,4,2,20,2,19,10
2018,4,1,22,1,19,6
2015,3,5,19,3,5,5
2016,10,7,15,3,3,7
2015,4,7,18,4,9,6
2015,1,2,5,2,32,5
2015,6,1,28,1,25,9
2017,6,6,2,4,45,1
2020,10,7,10,2,25,10
2019,3,2,11,2,23,9
2015,5,7,23,2,23,7
2016,1,4,27,3,2,7
2020,3,1,8,1,28,10
2016,1,1,3,2,28,9
2018,8,5,9,3,38,10
2019,11,3,26,2,32,9
2017,3,2,6,1,46,8
2017,1,5,19,2,9,5
2015,8,3,4,2,17,9
2015,5,2,18,4,5,5
2017,4,2,17,3,41,3
2015,4,5,2,3,9,9
2018,1,6,12,2,35,6
2017,5,7,13,4,71,7
2020,7,3,14,2,17,9
2020,4,3,7,4,35,7
2018,5,3,1,4,68,6
2017,10,2,9,3,5,9
2020,10,6,23,2,9,10
2018,1,3,2,1,11,6
2020,9,4,30,3,64,10
2015,10,1,4,3,48,5
2020,9,7,19,1,42,10
2018,8,1,26,3,6,7
2019,7,6,5,3,9,5
2017,10,1,1,3,15,1
2015,12,1,27,1,9,6
2019,5,6,24,2,5,9
2019,11,6,15,3,59,1
2020,6,4,24,2,17,9
2016,9,7,24,4,19,1
2020,4,4,8,1,56,10
2019,8,7,31,1,58,8
2020,6,5,25,1,19,9
2015,8,7,1,3,28,3
2020,1,6,24,1,12,1
2016,2,7,13,3,15,8
2017,7,3,25,4,15,5
2015,5,7,16,3,26,1
2019,8,4,14,2,23,9
2015,8,4,26,4,9,3
2016,7,7,2,2,25,6
2016,9,6,9,4,9,6
2019,9,7,21,2,5,9
2015,11,5,12,3,17,1
2020,4,4,8,2,51,10
2015,1,1,18,3,18,8
2018,5,3,1,2,12,4
2016,3,6,25,2,12,7
2019,6,6,14,3,33,5
2018,9,6,28,2,24,9
2015,9,6,4,3,45,9
2019,5,7,25,4,25,6
2016,4,4,20,3,19,1
2018,1,2,8,2,23,1
2019,9,7,7,2,25,6
2018,3,7,31,2,4,5
2015,7,7,18,2,46,1
2015,10,2,5,2,51,9
2015,5,7,30,3,28,1
2016,10,7,15,1,36,2
2016,8,3,30,2,30,5
2016,5,1,15,4,40,4
2019,10,3,1,2,61,10
2020,12,7,5,3,3,10
2020,3,2,23,3,14,7
2015,3,4,4,2,19,1
2020,10,4,7,2,30,10
2018,8,1,19,3,50,5
2015,11,4,25,1,3,1
2017,2,6,17,4,5,4
2019,8,6,23,2,19,8
2015,1,7,3,4,24,5
2018,6,1,3,3,5,4
2019,1,5,31,2,44,7
2016,6,4,1,3,28,8
2017,1,7,14,4,30,9
2016,4,3,12,3,62,1
2019,5,7,11,2,5,9
2018,7,2,30,3,27,10
2015,2,7,21,3,5,1
2015,5,5,7,3,9,3
2020,12,7,5,1,15,10
2018,12,7,8,3,45,8
2020,6,6,19,2,55,10
2015,1,1,11,1,9,9
2016,12,3,6,2,5,9
2019,5,5,23,3,54,2
2016,7,2,25,3,30,5
2020,5,2,4,1,64,10
2017,9,5,14,3,45,5
2019,5,4,15,1,25,1
2020,11,6,13,2,4,10
2015,11,7,28,2,63,7
2015,4,3,14,3,28,3
2020,4,3,14,2,62,10
2016,4,6,15,1,9,5
2020,5,1,3,2,6,9
2017,10,5,26,4,30,6
2020,3,1,8,3,45,10
2018,5,3,8,3,45,5
2016,6,6,24,3,9,7
2019,4,1,28,2,35,7
2020,7,5,23,2,64,10
2020,12,5,10,1,2,9
2019,4,2,8,4,30,5
2017,10,1,8,1,31,5
2018,1,7,20,2,11,6
2015,1,5,22,2,25,7
2015,1,2,5,1,9,6
2016,10,2,3,2,41,1
2015,6,3,30,2,9,4
2017,1,4,4,1,35,7
2020,6,2,15,2,27,10
2016,12,1,11,4,31,5
2016,3,4,9,1,5,9
2017,6,6,16,2,51,5
2019,3,6,29,2,5,9
2019,4,4,10,1,45,10
2015,6,7,6,4,7,5
2018,11,7,3,4,5,4
2020,8,2,3,2,45,10
2015,1,5,29,4,5,5
2020,5,2,4,1,8,10
2018,3,7,17,3,19,7
2020,8,6,14,2,9,9
2017,1,5,5,1,9,1
2018,12,4,19,3,8,7
2016,6,4,29,2,8,9
2015,6,3,9,2,9,5
2015,11,1,8,2,9,4
2018,10,2,15,3,45,1
2016,9,5,1,3,1,7
2016,4,5,14,3,12,7
2020,6,4,3,2,52,10
2019,4,2,22,3,9,1
2020,2,4,12,2,19,9
2020,9,3,1,1,18,10
2018,9,2,3,1,25,10
2019,6,2,17,2,12,9
2020,10,5,15,2,4,5
2020,10,1,4,3,4,10
2016,8,4,31,1,5,9
2018,10,5,18,2,5,9
2015,1,1,25,3,58,5
2019,4,6,5,3,30,7
2015,5,7,23,4,12,5
2020,7,6,10,2,9,10
2019,10,7,12,3,4,6
2017,6,2,12,3,5,1
2016,11,7,19,3,1,1
2016,10,1,16,3,8,8
2016,4,6,8,3,9,5
2017,1,3,24,1,19,3
2018,12,7,15,3,5,8
2019,12,3,24,1,5,10
2020,3,5,26,2,22,10
2016,7,3,19,3,25,7
2015,11,3,17,4,9,3
2016,11,2,21,4,9,6
2016,8,7,20,3,9,3
2017,7,1,9,1,36,9
2016,7,4,6,3,25,1
2017,4,1,2,2,3,7
2016,2,1,21,3,9,6
2020,8,2,3,2,28,10
2018,8,7,18,3,42,10
2019,12,2,23,2,5,9
2018,9,7,15,4,27,3
2020,4,2,13,2,51,10
2017,6,3,27,2,40,9
2016,1,3,12,2,26,9
2015,5,5,7,4,25,6
2017,3,3,21,3,35,6
2015,12,2,28,4,5,7
2016,5,7,28,3,25,7
2018,11,6,16,2,41,8
2015,6,3,16,1,22,2
2015,11,6,6,3,25,5
2017,9,6,15,4,5,1
2018,8,7,4,1,23,5
2018,2,1,18,2,42,7
2020,3,2,16,1,45,10
2020,7,3,28,2,64,5
2020,9,7,19,2,34,10
2016,5,1,22,4,25,1
2019,2,6,15,4,36,7
2018,7,1,15,3,5,9
2020,7,5,2,2,9,10
2020,7,3,21,4,19,4
2017,10,4,18,4,28,7
2019,7,1,14,3,12,8
2015,5,5,21,2,5,1
2018,8,2,6,3,23,7
2018,6,7,30,4,15,3
2020,4,6,10,3,35,10
2020,9,6,25,2,7,5
2016,5,4,11,3,52,1
2015,7,4,8,3,1,1
2015,2,7,7,3,4,3
2015,11,2,9,2,40,1
2015,7,3,14,3,9,1
2015,7,5,16,4,9,3
2019,12,6,13,3,35,7
2019,5,1,26,2,19,10
2018,2,1,18,4,55,3
2017,7,4,5,4,9,3
2018,12,1,16,3,56,10
2019,2,5,7,1,57,9
2019,10,7,26,2,2,8
2016,6,5,2,2,30,9
2016,4,5,21,4,15,1
2020,2,2,24,3,5,5
2015,9,6,18,2,5,4
2018,5,5,10,3,31,8
2020,10,2,26,3,1,10
2020,5,6,1,1,41,10
2015,1,4,21,2,19,9
2017,7,5,13,2,7,1
2016,8,1,28,3,2,1
2019,11,5,14,4,5,5
2016,4,7,9,2,19,1
2017,5,7,6,4,53,7
2018,1,1,28,3,5,8
2017,4,1,30,2,8,8
2016,1,2,25,3,5,1
2016,11,7,26,2,25,1
2020,12,3,8,1,25,6
2015,7,6,17,2,5,9
2020,6,5,25,2,9,10
2015,12,5,31,3,5,8
2016,12,2,19,3,28,5
2015,9,6,4,2,39,2
2019,11,1,17,3,25,8
2017,10,2,9,2,5,9
2020,12,2,14,2,15,10
2020,1,1,5,2,19,10
2018,3,2,26,3,25,1
2020,3,4,25,1,45,9
2020,5,6,15,2,5,10
2017,8,6,11,1,4,7
2020,1,6,3,2,30,7
2016,7,4,27,3,5,1
2016,12,6,30,3,50,1
2018,1,2,22,1,39,5
2015,10,6,9,2,3,6
2019,6,1,23,1,5,5
2019,9,6,27,2,19,9
2017,3,3,21,2,34,6
2015,12,3,8,4,5,1
2020,3,6,13,2,3,10
2018,12,2,10,3,36,10
2015,10,6,30,3,38,5
2020,3,1,1,2,5,5
2020,9,1,27,2,56,10
2017,10,4,18,3,33,9
2019,5,7,18,2,5,9
2016,6,4,1,4,9,4
2019,5,1,5,2,2,5
2020,3,4,18,1,28,10
2020,4,5,16,2,19,10
2015,1,2,12,1,39,5
2015,10,6,2,3,18,8
2015,8,7,22,3,35,8
2016,11,6,4,2,4,7
2016,5,7,28,2,45,5
2019,11,4,6,2,5,9
2015,2,5,19,3,9,9
2020,10,6,16,3,45,10
2017,6,5,29,3,26,7
2019,12,4,11,4,19,7
2015,3,2,16,4,5,6
2020,4,4,22,3,31,10
2016,4,3,26,1,25,1
2018,6,5,14,3,34,5
2020,6,1,21,4,23,8
2018,12,2,3,2,50,8
2017,3,4,8,4,15,1
2018,8,2,6,1,9,10
2019,7,3,30,2,5,9
2020,10,6,16,3,9,10
2016,8,2,29,3,37,1
2020,2,7,15,2,23,9
2018,8,5,16,3,52,1
2017,9,5,21,1,5,4
2017,4,6,14,1,32,3
2018,11,2,5,2,45,5
2015,11,2,2,2,5,6
2020,10,7,31,2,9,10
2020,7,5,9,2,64,10
2018,5,5,31,3,25,1
2020,4,4,1,2,28,9
2019,1,2,7,2,31,7
2020,4,1,12,3,5,6
2016,6,7,4,3,4,5
2015,6,1,7,2,28,8
2016,2,2,15,4,9,3
2019,6,1,9,3,46,1
2020,11,7,28,2,15,10
2015,11,1,1,4,30,4
2020,10,7,24,3,30,10
2020,7,1,19,1,9,3
2017,9,7,16,4,25,6
2015,5,6,1,1,7,4
2020,9,3,1,3,12,10
2016,1,7,16,3,25,6
2020,2,7,1,4,9,1
2016,10,1,23,1,30,6
2015,10,5,8,1,55,2
2019,10,2,7,4,22,6
2018,5,5,31,2,34,7
2020,12,4,2,2,23,9
2015,5,7,16,2,55,8
2015,12,5,17,4,30,1
2018,5,7,12,2,5,9
2016,2,2,22,3,35,4
2015,1,6,23,2,19,7
2015,5,7,16,2,28,5
2017,7,6,14,2,23,8
2016,5,7,28,2,12,7
2015,7,3,28,2,25,5
2020,7,4,22,3,8,10
2018,1,1,28,3,4,3
2017,12,4,27,2,9,1
2015,6,1,21,2,41,9
2020,1,2,13,4,5,9
2018,10,7,6,3,9,3
2019,1,4,23,1,5,10
2020,7,6,31,1,28,9
2016,11,1,27,1,48,5
2016,1,5,28,1,33,1
2020,4,5,23,2,25,10
2019,1,7,5,1,23,5
2019,3,4,20,3,11,7
2018,11,4,21,2,25,4
2017,5,2,29,4,51,5
2015,12,1,6,3,25,8
2020,11,2,9,2,12,5
2017,2,4,1,2,5,9
2015,9,4,16,3,1,1
2018,10,4,17,1,5,9
2017,1,4,4,4,46,4
2020,6,7,6,1,9,10
2015,5,3,12,2,5,1
2017,9,2,11,1,27,6
2019,1,5,3,2,9,6
2020,12,5,10,3,45,10
2017,12,2,18,1,42,6
2018,10,2,29,3,40,8
2019,5,1,19,1,30,3
2016,12,6,23,2,31,7
2018,10,4,31,2,25,7
2015,6,3,16,1,25,1
2020,5,7,9,4,8,4
2020,3,5,19,3,7,1
2017,9,3,12,1,31,6
2017,5,7,6,1,18,6
2020,3,5,12,3,19,10
2019,1,1,27,1,25,1
2017,10,7,28,1,25,7
2019,6,4,26,1,5,10
2017,11,7,18,3,15,8
2020,1,4,15,3,46,1
2019,2,5,14,3,24,9
2020,2,4,19,4,5,6
2019,10,2,7,3,13,7
2020,5,1,31,2,53,7
2020,5,7,16,3,45,10
2015,4,3,7,3,12,9
2020,12,6,4,1,45,9
2020,8,7,15,1,9,10
2016,9,1,25,3,9,6
2020,10,7,10,1,39,10
2018,4,1,1,1,24,5
2016,11,7,26,2,25,1
2015,11,3,3,1,4,9
2020,9,7,26,2,18,10
2020,3,5,5,3,5,1
2018,11,7,10,4,30,1
2018,12,3,18,1,30,5
2020,8,1,9,2,9,10
2015,7,3,21,3,69,4
2018,8,4,15,1,9,10
2015,3,1,15,4,30,5
2016,1,1,10,3,12,6
2017,7,7,22,4,31,3
2016,7,3,12,2,5,1
2015,4,1,5,4,20,4
2018,5,7,19,4,20,5
2017,10,4,4,4,9,6
2015,5,4,20,2,9,9
2019,11,6,1,4,68,5
2020,2,2,24,4,5,5
2020,8,7,15,2,14,10
2017,2,6,17,4,9,6
2015,5,6,1,1,50,9
2015,6,2,22,1,8,2
2019,6,1,23,2,31,7
2016,5,1,29,3,9,6
2015,12,1,27,3,12,6
2015,2,3,17,2,28,4
2017,1,7,21,2,19,6
2019,7,4,10,1,5,9
2019,8,4,7,3,25,3
2018,11,4,28,2,23,9
2020,5,5,21,2,34,10
2016,4,2,18,3,3,5
2020,5,7,9,1,19,10
2020,1,3,7,1,62,9
2015,2,3,3,3,57,6
2017,10,4,4,3,5,9
2015,3,3,31,3,38,1
2015,8,4,5,2,64,9
2020,4,2,20,2,73,10
2017,3,7,4,1,53,6
2015,1,3,20,3,23,3
2016,7,1,3,3,12,1
2020,6,5,4,2,1,9
2020,6,6,26,3,42,10
2015,8,2,31,4,5,5
2017,5,7,20,2,35,7
2015,5,5,21,2,5,9
2016,9,4,14,4,25,6
2015,3,4,4,3,30,5
2019,5,7,18,2,6,7
2020,3,1,8,3,25,10
2016,11,1,6,4,12,7
2020,4,4,22,2,9,10
2018,7,1,8,1,3,5
2017,11,2,20,3,5,5
2019,8,7,24,1,39,7
2019,2,5,21,3,1,1
2019,8,7,24,1,62,7
2020,12,3,22,4,6,7
2015,12,2,28,3,25,6
2015,9,5,24,3,3,3
2020,5,6,15,2,41,10
2019,5,4,22,1,5,9
2020,3,2,9,2,41,10
2018,5,1,27,2,30,5
2017,1,2,16,1,24,8
2015,4,4,1,3,30,2
2020,6,6,19,2,25,10
2017,7,4,19,1,8,6
2018,1,5,18,3,26,9
2017,10,3,24,2,62,9
2017,6,7,3,2,4,9
2015,1,4,14,4,36,6
2015,1,7,31,2,25,9
2017,5,5,18,3,9,2
2020,5,6,8,4,5,4
2020,10,7,10,3,8,4
2020,10,1,4,1,9,10
2016,12,7,17,4,9,4
2017,11,7,18,4,45,5
2015,12,6,11,1,9,1
2016,2,7,6,4,25,8
2020,8,4,5,1,19,10
2019,8,7,24,1,28,1
2015,12,2,7,4,25,1
2017,10,7,21,2,52,8
2015,3,7,14,4,4,3
2020,9,7,19,1,4,10
2018,5,7,26,4,11,5
2020,8,2,3,2,25,10
2020,8,4,19,3,18,10
2019,7,7,6,3,12,10
2016,2,3,9,1,11,1
2019,12,3,31,1,31,5
2015,10,5,29,4,35,4
2016,8,7,27,2,27,6
2020,3,6,13,2,62,10
2015,8,6,21,4,5,4
2016,4,2,18,3,35,8
2015,3,7,14,1,41,9
2019,10,4,16,3,58,1
2018,5,6,25,3,9,3
2018,8,5,23,4,45,6
2019,6,7,22,4,55,8
2020,6,2,1,2,41,1
2020,9,7,12,2,9,8
2015,6,3,2,3,35,8
2018,11,6,30,1,9,6
2020,4,5,23,2,26,10
2019,9,2,30,2,48,5
2019,8,7,10,2,23,9
2016,2,6,5,3,2,9
2015,7,7,4,2,39,6
2019,12,3,17,1,8,5
2015,11,6,13,2,25,9
2015,12,6,18,1,19,1
2016,3,7,26,2,58,1
2019,12,6,13,3,41,10
2015,5,6,1,2,5,7
2017,11,5,16,2,45,4
2017,9,7,2,3,37,4
2018,8,3,14,4,5,8
2016,7,7,30,4,4,5
2015,5,6,22,3,33,1
2019,5,2,6,3,18,9
2017,11,7,18,2,5,5
2018,2,6,9,4,5,6
2017,7,3,25,2,12,7
2015,4,5,23,3,5,7
2015,8,5,27,3,5,8
2016,1,7,16,3,26,9
2015,6,3,16,4,54,5
2015,10,6,30,2,25,1
2018,6,5,14,2,10,10
2020,11,1,1,4,4,10
2017,7,1,9,3,12,6
2017,3,1,5,3,9,6
2016,4,6,8,2,18,9
2017,12,3,26,2,19,7
2015,2,3,17,3,25,1
2018,11,2,5,4,30,3
2018,8,2,20,3,62,10
2019,7,2,15,1,5,9
2020,11,1,1,2,19,10
2015,1,5,15,2,24,7
2015,5,1,17,3,39,3
2020,6,7,6,3,36,10
2016,5,1,22,2,5,5
2015,1,7,17,4,23,7
2017,5,6,12,3,9,5
